Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration (ms),Mood_Label,Confidence,Mental_Health_Benefit,Musical_Features
Hawa Lege Venge Galo Ghar,Raghav,58,"['bollywood', 'hindi indie', 'desi', 'desi pop']",Accident (Original Motion Picture Soundtrack),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,347510,Neutral,0.822,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Pahadee,Midival Punditz,36,"['hindi indie', 'indian indie']",Ali EP,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,291093,Calm,0.422,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
The Journey Into Nothing,Cyprian Consiglio,5,[],Compassionate And Wise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,248800,Calm,0.466,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Krus Se Lahu ke Dharaa,Victor Benjamin,14,[],Krus Se Lahu ke Dharaa,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,466337,Calm,0.506,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
La Virginella (The Fair Young Virgin),Prince Robinson,18,[],Classics One,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,78160,Neutral,0.854,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
India No 1,Victor Benjamin,14,[],India No 1,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,283768,Calm,0.462,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Amrit,Cyprian Consiglio,5,[],My Soul's Companion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,276880,Calm,0.475,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sendoor,Selvam,18,[],Sanmuka Naayakan Geetham,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,278360,Calm,0.455,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
The Lord's Mountain,Cyprian Consiglio,5,[],The Ground We Share (Original Songs),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,341626,Calm,0.501,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Pal Me Guzar Gaya,Victor Benjamin,14,[],Pal Me Guzar Gaya,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,221982,Calm,0.443,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
The Ground We Share (Live),Cyprian Consiglio,5,[],"Arise, My Love (Live)",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,515002,Calm,0.524,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
On A Bright Day Next Week,Cyprian Consiglio,5,[],Compassionate And Wise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,195880,Calm,0.447,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Drivin' Wheel,Prince Robinson,18,[],Almost from Sunrise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,284400,Calm,0.457,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
There Is No Joy (Like Freedom),Cyprian Consiglio,5,[],My Soul's Companion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,236333,Calm,0.462,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Compassionate and Wise (Live),Cyprian Consiglio,5,[],"Arise, My Love (Live)",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,629005,Calm,0.527,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Har Ghar Tiranga Abhimaan,Victor Benjamin,14,[],Har Ghar Tiranga Abhimaan,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,192666,Calm,0.425,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
The Pulse Of God,Cyprian Consiglio,5,[],Compassionate And Wise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,125440,Calm,0.352,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
My Soul's Companion (Live),Cyprian Consiglio,5,[],"Arise, My Love (Live)",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,259005,Calm,0.469,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jagadishvara,Cyprian Consiglio,5,[],Ec*stasis,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,327800,Calm,0.494,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Blessed Be The Night,Cyprian Consiglio,5,[],Awakening,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,395213,Calm,0.485,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
I'm Ready,Prince Robinson,18,[],Almost from Sunrise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,256959,Calm,0.448,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tsunami,Ashutosh Phatak,15,"['hindi hip hop', 'desi pop']",Smoke Signals,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,333360,Calm,0.48,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aa Pavitra Aatma,Victor Benjamin,14,[],Aa Pavitra Aatma,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,301673,Calm,0.469,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Loving Kindness,Cyprian Consiglio,5,[],My Soul's Companion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,319093,Calm,0.491,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Samhya,Cyprian Consiglio,5,[],Awakening,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,107746,Calm,0.275,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Summer Sun,Ashutosh Phatak,15,"['hindi hip hop', 'desi pop']",Smoke Signals,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,278506,Calm,0.459,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Ghar Ghar Me Hum,Victor Benjamin,14,[],Ghar Ghar Me Hum,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,162055,Calm,0.375,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Los Laberintos,Cyprian Consiglio,5,[],Compassionate And Wise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,298240,Calm,0.483,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Hidden in My Silence (Live),Cyprian Consiglio,5,[],"Arise, My Love (Live)",0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,404004,Calm,0.489,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
The Cobra,Ashutosh Phatak,15,"['hindi hip hop', 'desi pop']",Smoke Signals,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,258461,Calm,0.453,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Chattan,Victor Benjamin,14,[],Chattan,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,252522,Calm,0.453,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Saiyyan,Hrishikesh Datar,12,"['marathi pop', 'hindi indie', 'indian indie']",Saiyyan,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,166736,Calm,0.4,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Aranyaraat_(From""Chaya Manush"")",Anupam Roy,58,"['bangla pop', 'hindi indie']",Anupam Roy Hits,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,254129,Neutral,0.86,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Crosscut Saw,Prince Robinson,18,[],Almost from Sunrise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,291266,Calm,0.459,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Good Gets Better,Cyprian Consiglio,5,[],My Soul's Companion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,244613,Calm,0.465,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Worship Mashup,Victor Benjamin,14,[],Worship Mashup,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,401163,Calm,0.477,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
La Luna Gialla,Cyprian Consiglio,5,[],Awakening,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,294826,Calm,0.481,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Aasha Meri,Victor Benjamin,14,[],Aasha Meri,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,120810,Neutral,0.735,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Beautiful Naked Runner,Cyprian Consiglio,5,[],My Soul's Companion,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,248213,Calm,0.466,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Sirens,Cyprian Consiglio,5,[],Awakening,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,190666,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Bappa Morya,Mumbai's Finest,5,"['desi hip hop', 'hindi hip hop']",Bappa Morya,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,189000,Calm,0.445,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
You Don't Love Me,Prince Robinson,18,[],Almost from Sunrise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,269960,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Born Under a Bad Sign,Prince Robinson,18,[],Almost from Sunrise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,223493,Calm,0.437,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
In A Handful Of God,Cyprian Consiglio,5,[],Compassionate And Wise,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,208653,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
JANMA WO PYARA YESHU HAMARA,Victor Benjamin,14,[],JANMA WO PYARA YESHU HAMARA,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,320000,Calm,0.476,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jogi Mashi Ke,Victor Benjamin,14,[],Jogi Mashi Ke,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,209361,Calm,0.436,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
TU HAI MERA KHUDA 2,Victor Benjamin,14,[],TU HAI MERA KHUDA 2,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,324000,Calm,0.477,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Tere Lahoo Ke Vasile - Instrumental,Victor Benjamin,14,[],Tere Lahoo Ke Vasile (Instrumental),0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,362995,Calm,0.497,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
Jaane Kya Baat Hai,R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",Sunny (Original Motion Picture Soundtrack),47,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,328757,Neutral,0.826,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Balam Pichkari,Pritam,91,"['bollywood', 'hindi pop', 'desi']",Yeh Jawaani Hai Deewani,66,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,288902,Joy,0.384,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Aaya Hai Mujhe Phir Yaad,Mukesh,69,"['ghazal', 'tamil dance']",Devar,30,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,199894,Neutral,0.812,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Jai Jai Shivshankar (From ""War"")",Vishal Dadlani,76,"['bollywood', 'desi', 'hindi pop']","Jai Jai Shivshankar (From ""War"")",55,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,230557,Joy,0.555,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
"Aur Kya Ahede Wafa (From ""Sunny"") - Female Version",R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",MasterWorks - Asha Bhosle,32,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,182717,Neutral,0.783,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Jai Jai Shivshankar (From ""War"")",Vishal-Shekhar,82,"['bollywood', 'desi', 'hindi pop']",YRF Top 10 - Nightout Sounds,48,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,230557,Joy,0.408,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
"Jaane Kya Baat Hai (From ""Sunny"")",R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",MasterWorks - Lata Mangeshkar,28,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,328757,Neutral,0.872,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Jai Jai Shivshankar,Vishal-Shekhar,82,"['bollywood', 'desi', 'hindi pop']",War,47,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,230557,Joy,0.39,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Aur Kya Ahede Wafa - Female Version,R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",Sunny (Original Motion Picture Soundtrack),26,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,182717,Neutral,0.824,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Swag Se Swagat,Vishal-Shekhar,82,"['bollywood', 'desi', 'hindi pop']",Tiger Zinda Hai,50,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,235944,Joy,0.427,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Zindagi Ka Safar,Kishore Kumar,80,"['ghazal', 'bangla pop', 'hindi pop', 'bollywood']",Safar,24,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,239533,Neutral,0.856,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Saat Samundar Par - Trap Mix,Sadhana Sargam,73,"['tamil pop', 'bollywood']",Saat Samundar Par - Trap Mix,43,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,193777,Joy,0.417,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Jo Tumko Ho Pasand Wohi Baat Kahenge,Mukesh,69,"['ghazal', 'tamil dance']",Safar,23,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,281773,Neutral,0.874,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Tango For Taj,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Rockstar,42,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,178500,Joy,0.424,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Nadiya Chale Chale Re Dhara,Manna Dey,60,"['bangla pop', 'ghazal', 'bhajan']",Safar,22,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,256825,Neutral,0.862,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Switty Tera Pyaar Chaida,Ram Sampath,64,"['bollywood', 'hindi pop']",Delhi Belly (Original Motion Picture Soundtrack),46,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,171680,Joy,0.524,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Hum The Jinke Sahare,Lata Mangeshkar,81,"['ghazal', 'bollywood', 'bhajan', 'hindi pop', 'marathi pop']",Safar,20,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,240280,Neutral,0.862,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
DYNAMITE,Dhvani Bhanushali,67,"['bollywood', 'hindi pop', 'desi pop', 'desi']",DYNAMITE,44,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,173500,Joy,0.472,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Aur Kya Ahede Wafa - Male Version,R. D. Burman,77,"['ghazal', 'hindi pop', 'bollywood']",Sunny (Original Motion Picture Soundtrack),21,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,287918,Neutral,0.872,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Lag Gaye,Ragasur,33,['hindi hip hop'],Lag Gaye,38,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,234000,Joy,0.419,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Jeevan Se Bhari Teri Ankhen,Kishore Kumar,80,"['ghazal', 'bangla pop', 'hindi pop', 'bollywood']",Safar,19,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,205973,Neutral,0.856,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Tamma Tamma Again 52 Non Stop Remix,Arya Acharya,37,[],Tamma Tamma Again 52 Non Stop Remix,39,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,4907695,Neutral,0.748,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Baharon Ne Mera Chaman Loot Kar,Mukesh,69,"['ghazal', 'tamil dance']",Devar,19,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,203261,Neutral,0.861,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Dum Maro Dum (Reprise),Rusha & Blizza,56,"['indian indie', 'hindi indie']",Raag-Na-Rock,31,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,241879,Neutral,0.825,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
"Sone Ki Tagdi (From ""Tohfa Mohabbat Ka"")",Kirti Kumar,21,[],Bollywood Wedding Songs,1,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,290666,Calm,0.452,"Mindfulness, Emotional Stability, Relaxation, Peace","Slow Tempo, Repetitive Melody, Peaceful Harmony, Flowing"
"Hotty Naughty (From ""De Dana Dan"")",Sunidhi Chauhan,78,"['bollywood', 'desi', 'hindi pop']","Bollywood Music Sunidhi Chauhan's Mast Songs, Vol. 1",41,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,217986,Neutral,0.718,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Haye Roothe Saiyan Hamare,Lata Mangeshkar,81,"['ghazal', 'bollywood', 'bhajan', 'hindi pop', 'marathi pop']",Devar,10,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,210360,Neutral,0.873,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bollywood,Akhil,63,"['punjabi pop', 'hindi pop']",Do Gabru - Diljit Dosanjh & Akhil,38,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,155755,Joy,0.358,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Taal Se Taal Mila (Insta Mix),Alka Yagnik,84,"['bollywood', 'hindi pop', 'desi']",Taal Se Taal Mila (Insta Mix),35,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,263891,Neutral,0.833,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Mushkil Mein Pad Gai Jaan,Usha Mangeshkar,52,"['marathi pop', 'bhajan', 'bhojiwood', 'gujarati pop']",Devar,6,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,207200,Neutral,0.872,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Raga Dance,A.R. Rahman,84,"['tamil pop', 'kollywood', 'sufi', 'bollywood', 'hindi pop', 'tamil dance']",Taal (Original Motion Picture Soundtrack),34,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,173000,Neutral,0.747,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Kajal Wale Nain Mila Ke,Mohammed Rafi,73,"['ghazal', 'hindi pop']",Devar,4,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,199906,Neutral,0.881,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bom Diggy (DJ Chetas Remix),Zack Knight,62,"['desi', 'bollywood', 'bhangra', 'desi pop']",Bom Diggy (Remixes),38,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,222121,Neutral,0.738,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Bajilo Kaharo Beena,Rekha Bhardwaj,67,"['bollywood', 'ghazal', 'sufi', 'hindi pop', 'desi']",Tagore from Bollywood,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,264907,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Kaanta Laga - Trap Mix,DJ Carron,30,[],Kaanta Laga - Trap Mix,37,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,169523,Joy,0.484,"Mindfulness, Increased Motivation, Energy Boost, Positivity","Fast Tempo, Major Harmony, Ascending Melody, Bright Timbre"
Ami Kaan Pete Roi,Hemant Kumar,60,"['bangla pop', 'ghazal', 'marathi pop']",Chayanika Tagore Vol.2,0,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,181306,Neutral,0.88,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
Arjan Vailly Tech House Remix,Bhupinder Babbal,51,[],Bollywood Reimagined: Bollywood Fusion Remix,33,0.5,0.5,5,-8,1,0.05,0.3,0,0.1,0.5,120,207059,Neutral,0.775,"Emotional Balance, Stability, General Wellness, Grounding","Balanced Tempo, Stable Harmony, Comfortable Rhythm, Even"
